Age,Income,Credit_Score,Missed_Payments,Debt_to_Income_Ratio,Delinquent
57,59208,634,2,0.5,0
31,79502,773,0,0.47,0
29,48129,683,0,0.26,0
40,56092,735,2,0.58,0
48,112426,693,0,0.48,0
38,65115,758,0,0.34,0
55,55298,515,1,0.33,1
46,27588,668,1,0.34,0
18,73321,778,4,0.13,0
33,59759,737,1,0.2,0
32,105899,759,0,0.07,0
46,50419,679,0,0.3,0
18,16485,647,0,0.21,0
70,17675,618,1,0.1,0
46,76222,614,0,0.27,0
41,34817,728,3,0.49,0
55,63707,710,1,0.15,0
70,52498,676,2,0.3,0
51,44351,710,1,0.22,0
52,46266,688,2,0.05,0
41,29166,737,3,0.5,0
38,48558,737,4,0.15,0
33,34520,596,2,0.61,1
29,39208,696,1,0.12,0
31,40368,579,1,0.26,0
22,42786,687,2,0.38,0
39,85246,716,2,0.17,0
18,45348,555,2,0.39,1
42,90601,655,3,0.33,0
39,123341,680,2,0.47,0
41,81876,694,0,0.34,0
33,67553,663,1,0.44,0
70,59641,609,2,0.32,0
57,82389,676,1,0.23,0
23,51720,531,5,0.6,1
43,88498,666,1,0.36,0
32,70860,653,0,0.47,0
26,39501,648,4,0.14,1
22,83910,646,1,0.05,0
45,51786,589,0,0.43,0
31,45996,638,1,0.79,1
52,36837,700,2,0.77,1
52,54155,755,5,0.14,0
57,89132,826,1,0.33,0
28,83563,781,0,0.14,0
46,60599,608,2,0.49,0
48,70247,655,1,0.22,0
33,105136,643,4,0.66,1
29,44802,674,0,0.2,0
60,25103,638,1,0.53,1
42,107010,824,1,0.2,0
48,35672,615,3,0.2,0
29,32396,637,0,0.36,0
24,16685,753,4,0.72,1
32,69062,643,2,0.19,0
38,18529,703,0,0.22,0
26,31252,742,0,0.25,0
39,69768,709,0,0.42,0
18,75595,691,2,0.19,0
25,33155,736,0,0.24,0
48,45229,626,1,0.27,0
47,29040,597,2,0.26,1
34,35276,712,2,0.33,0
26,57510,555,1,0.41,0
26,36279,764,0,0.26,0
35,42339,661,2,0.47,1
48,20356,689,3,0.36,0
52,96739,582,3,0.3,0
33,66572,602,0,0.65,0
25,78884,623,0,0.46,1
43,106324,695,4,0.39,1
29,29877,498,4,0.56,1
33,39535,727,1,0.08,0
57,15726,658,0,0.29,0
50,250000,666,0,0.16,0
42,44812,695,1,0.15,0
23,91421,696,3,0.36,0
42,23320,637,0,0.31,0
53,89128,680,4,0.8,1
35,149425,490,3,0.33,1
57,47279,619,3,0.41,1
56,26728,689,1,0.12,0
61,45103,659,0,0.09,0
43,15000,570,2,0.1,0
47,47919,725,3,0.29,0
58,80224,605,1,0.23,0
45,47980,675,4,0.11,0
33,41337,689,0,0.29,0
34,67274,681,1,0.25,0
43,70432,750,1,0.38,0
23,18107,676,1,0.24,0
38,51704,705,0,0.24,0
54,211417,676,0,0.28,0
18,22004,669,3,0.52,1
59,46571,729,4,0.55,1
54,157164,688,1,0.21,0
34,95082,726,1,0.27,0
47,36024,767,1,0.28,0
40,55474,761,0,0.24,0
55,48958,656,1,0.13,0
52,31293,742,1,0.08,0
21,46884,694,2,0.11,0
47,41440,715,4,0.3,1
37,52451,714,2,0.39,0
41,31287,696,1,0.33,0
30,22788,706,0,0.4,0
62,47821,695,1,0.26,0
53,137182,697,2,0.44,0
30,51499,670,0,0.28,0
22,40176,664,1,0.31,0
34,77068,785,0,0.31,0
45,44578,708,1,0.09,0
43,150364,645,2,0.57,0
56,48905,634,5,0.37,1
50,74630,743,1,0.29,0
52,31170,635,0,0.55,0
44,66293,571,1,0.52,1
21,57818,550,2,0.69,1
37,47386,542,3,0.58,1
53,36277,602,0,0.33,0
39,33429,570,1,0.19,1
46,58070,763,1,0.41,0
35,71493,677,1,0.58,0
26,45419,658,1,0.17,0
38,58241,552,2,0.42,1
44,47918,671,1,0.14,0
31,52006,543,4,0.3,1
36,43465,657,0,0.1,0
27,49552,803,0,0.17,0
54,247415,719,0,0.15,0
36,59099,667,1,0.37,0
58,72198,721,0,0.05,0
59,63755,648,1,0.47,0
38,41869,631,2,0.23,0
26,106552,782,1,0.53,0
18,41163,611,0,0.28,0
20,92321,658,1,0.41,0
22,40113,698,1,0.24,0
57,27557,574,1,0.75,1
41,61037,719,1,0.41,0
45,25265,661,2,0.21,0
18,67601,719,1,0.23,0
24,23944,715,1,0.3,0
51,40481,665,0,0.28,0
43,20763,782,0,0.44,0
38,250000,582,5,0.39,1
47,18171,760,0,0.22,0
61,49310,750,2,0.34,0
37,97341,786,1,0.37,0
40,91293,690,0,0.18,0
42,81699,632,1,0.31,0
70,40524,760,2,0.17,1
18,110266,659,0,0.54,0
48,84798,631,2,0.27,0
38,55680,668,1,0.28,0
47,56633,621,0,0.05,0
31,40849,711,2,0.16,0
39,28401,592,2,0.27,1
49,102980,621,2,0.27,1
70,107723,738,2,0.62,0
50,28840,717,2,0.32,0
28,44700,680,0,0.22,0
34,44978,690,0,0.22,0
34,48069,680,1,0.25,0
18,50948,654,1,0.15,0
35,86518,679,0,0.12,0
49,31309,709,1,0.11,0
23,29501,672,1,0.57,0
53,102947,705,0,0.14,0
46,37138,629,1,0.43,0
30,22975,643,2,0.16,0
38,36640,635,4,0.05,0
60,40213,602,2,0.54,1
49,124614,757,2,0.1,0
40,85382,723,1,0.15,0
36,97588,615,1,0.16,0
40,80176,706,0,0.54,0
33,86486,656,2,0.09,0
18,32440,639,1,0.06,0
66,43514,590,1,0.22,0
42,27066,738,0,0.11,0
45,43204,547,4,0.49,1
39,73899,676,0,0.24,0
30,53143,623,3,0.2,0
37,107676,726,0,0.16,0
19,24714,630,2,0.6,1
69,66180,671,1,0.45,0
23,23179,673,1,0.15,0
26,51870,698,1,0.05,0
34,76435,680,3,0.23,0
56,43100,647,1,0.47,1
40,68232,591,2,0.5,1
23,27561,585,0,0.36,0
56,18065,612,0,0.46,0
49,68474,723,0,0.71,0
46,139581,661,4,0.26,0
49,26967,640,0,0.12,0
70,102060,537,3,0.35,1
68,50314,550,3,0.66,1
31,21995,637,1,0.14,0
61,24862,675,3,0.26,1
44,49487,646,1,0.12,0
46,38458,704,0,0.24,0
18,22297,602,1,0.59,1
37,17739,718,4,0.51,0
29,29494,658,2,0.61,0
50,55065,606,0,0.05,0
53,48832,635,0,0.36,1
18,36288,790,0,0.35,0
39,55333,787,2,0.2,0
54,91492,709,2,0.05,0
37,62098,671,2,0.31,0
49,45579,698,0,0.61,0
44,85548,699,0,0.08,0
44,27559,628,2,0.31,1
36,42832,706,2,0.12,0
24,43449,637,3,0.8,1
25,23337,661,2,0.17,0
49,38104,587,2,0.34,1
40,15000,652,1,0.19,0
38,154400,727,0,0.35,0
34,27932,678,1,0.31,0
36,126965,698,1,0.05,0
53,50153,642,2,0.29,1
35,68797,574,4,0.26,1
22,36560,665,1,0.09,0
49,55534,618,2,0.42,0
37,72424,614,1,0.15,0
40,73037,752,1,0.11,0
60,78031,654,1,0.07,0
39,39300,635,0,0.36,0
43,36745,777,0,0.34,0
24,18835,728,2,0.57,0
37,67099,657,1,0.46,0
47,93847,705,1,0.28,0
19,129261,624,2,0.6,1
42,58870,638,3,0.18,0
41,30949,708,1,0.19,0
40,17707,660,1,0.31,0
53,91582,684,2,0.17,0
44,16684,741,2,0.53,0
59,39960,734,0,0.13,0
27,42848,646,3,0.44,0
41,47019,709,1,0.08,0
41,50085,562,0,0.77,1
26,53257,707,3,0.24,0
52,15000,688,2,0.55,0
70,49453,702,3,0.5,0
39,15000,662,1,0.3,0
46,76064,805,2,0.1,0
41,35134,625,1,0.56,0
30,15000,718,0,0.57,1
18,30075,618,0,0.14,0
30,34820,710,1,0.24,0
21,100149,714,0,0.27,0
62,55159,683,0,0.06,0
38,60274,650,0,0.39,0
35,99581,688,0,0.28,0
51,46272,696,3,0.37,0
25,77073,787,2,0.26,0
30,73888,595,3,0.4,1
40,22654,625,4,0.47,1
53,118633,697,2,0.26,0
46,20906,664,1,0.15,0
43,85001,619,2,0.76,1
41,19727,744,4,0.32,0
45,70315,510,0,0.56,0
42,149813,644,0,0.36,0
26,43140,550,2,0.21,1
40,42032,608,2,0.26,0
26,70704,824,0,0.27,0
41,40229,715,0,0.27,0
33,145942,737,0,0.58,0
70,55012,633,3,0.29,1
39,40453,725,1,0.4,0
21,35448,515,3,0.35,1
38,28007,742,1,0.38,0
46,33635,630,0,0.31,0
61,39719,594,1,0.67,1
32,36585,710,2,0.3,0
19,33027,698,0,0.33,0
50,172698,685,1,0.1,0
22,26421,598,0,0.26,0
34,53529,685,1,0.27,0
36,69948,737,1,0.45,0
39,71543,648,1,0.05,0
48,47326,758,1,0.37,0
31,42428,627,2,0.19,0
36,64275,680,0,0.43,0
39,57521,772,2,0.18,0
41,41966,639,0,0.59,0
41,19203,712,1,0.59,1
45,37021,798,0,0.4,0
50,24638,690,0,0.08,0
45,32849,648,0,0.33,0
45,50007,592,5,0.3,1
19,60793,758,1,0.46,0
40,142667,756,2,0.26,0
46,35509,766,1,0.29,0
49,78024,678,1,0.17,0
30,58898,742,3,0.33,0
31,106681,677,3,0.11,0
32,69267,627,2,0.39,0
46,26766,747,0,0.55,0
53,17433,778,0,0.37,0
34,59086,618,2,0.53,0
51,35700,565,3,0.59,1
41,27222,682,1,0.6,0
38,22912,685,4,0.24,1
37,53991,611,0,0.05,0
49,121130,639,3,0.31,1
44,38360,601,1,0.38,1
69,69853,722,1,0.36,0
28,46103,632,3,0.07,0
46,22615,726,2,0.64,0
33,76182,670,0,0.25,0
28,25417,588,2,0.11,1
39,49661,683,2,0.41,0
41,39938,537,2,0.45,1
70,83771,646,1,0.06,0
37,25980,700,1,0.12,0
25,61977,573,2,0.62,0
43,29617,525,0,0.39,0
18,36074,490,4,0.45,1
38,15000,759,0,0.45,0
40,172001,675,0,0.31,0
50,68209,648,1,0.42,0
52,30933,736,2,0.17,0
33,24964,655,0,0.09,0
38,36410,696,1,0.07,0
30,75367,681,1,0.07,0
25,15752,651,0,0.24,0
44,45028,697,2,0.25,0
23,141830,726,0,0.18,0
34,24825,668,1,0.21,0
27,51443,652,1,0.27,0
47,183870,659,0,0.22,0
63,71631,509,2,0.24,1
23,52868,696,2,0.07,0
18,66435,567,0,0.13,1
38,38541,717,2,0.07,0
40,106913,674,0,0.18,0
42,38576,686,3,0.29,0
34,15130,722,2,0.23,0
37,38762,624,2,0.45,0
44,27445,702,4,0.19,0
53,41410,696,0,0.15,0
18,41963,668,2,0.07,0
35,100554,624,0,0.31,0
42,74397,715,1,0.34,0
28,57409,722,1,0.3,0
62,48934,686,2,0.23,0
31,25969,615,0,0.39,0
39,15000,648,1,0.48,0
47,52464,656,4,0.38,1
32,78966,721,3,0.28,0
18,45935,584,1,0.05,0
34,35563,646,0,0.38,0
53,64776,655,1,0.37,0
35,46630,649,1,0.19,1
28,134786,545,2,0.16,1
52,102707,666,1,0.25,0
35,87177,624,2,0.28,1
33,77237,617,0,0.29,0
41,22604,672,2,0.48,0
50,72969,647,1,0.37,0
70,61438,709,1,0.05,0
50,70534,626,1,0.41,0
55,65878,685,5,0.14,0
33,64322,631,1,0.32,0
26,247835,644,1,0.15,0
40,46830,697,0,0.07,0
41,85974,694,3,0.51,0
25,36953,605,3,0.49,1
37,78777,663,2,0.09,0
45,86128,592,1,0.21,0
44,61001,764,1,0.11,0
46,133458,664,2,0.44,1
43,28837,719,2,0.15,0
33,36595,584,0,0.26,0
33,55682,621,1,0.72,1
24,83156,659,0,0.07,0
63,54592,535,2,0.47,1
40,106027,733,0,0.2,0
37,32957,767,1,0.21,0
27,24727,803,1,0.26,0
70,58975,579,1,0.31,1
26,46802,687,2,0.2,0
34,67895,759,1,0.32,0
45,48221,664,0,0.45,0
47,39974,645,0,0.2,0
52,46865,514,4,0.52,1
63,49876,747,2,0.33,0
46,40823,678,2,0.19,0
26,43395,636,1,0.15,0
36,38478,697,0,0.1,0
44,81961,689,1,0.2,0
66,55072,690,2,0.14,0
21,189861,627,1,0.48,1
55,53982,777,1,0.55,0
42,35224,635,2,0.52,1
50,243386,727,2,0.26,1
38,62829,713,2,0.39,0
29,88794,701,0,0.17,0
49,69930,626,3,0.22,1
48,71239,738,1,0.13,0
52,67601,686,1,0.52,0
39,25304,624,1,0.22,0
32,61115,622,0,0.22,0
19,22138,705,1,0.17,0
50,44151,596,3,0.65,1
45,31717,676,0,0.13,0
27,60747,743,2,0.72,0
32,59902,698,0,0.28,0
33,65426,636,1,0.22,0
20,58242,764,2,0.23,0
29,34060,712,1,0.05,0
25,41914,741,1,0.28,0
34,85155,543,1,0.28,0
30,93033,699,2,0.14,0
18,24635,707,4,0.8,1
66,19563,737,1,0.59,1
56,31693,560,3,0.23,1
29,91777,752,2,0.17,0
43,101613,778,2,0.42,0
45,28146,558,1,0.39,0
55,58946,708,2,0.14,0
29,147363,717,1,0.22,0
54,62892,660,3,0.21,0
32,115024,626,2,0.44,1
22,89253,720,1,0.1,0
49,28392,643,0,0.31,0
56,43739,666,1,0.52,0
70,50053,728,2,0.19,0
24,52181,785,0,0.21,0
49,84948,712,1,0.43,0
34,62643,688,2,0.31,0
50,15000,649,1,0.41,0
20,22298,619,1,0.06,0
23,15000,746,1,0.36,0
29,54459,670,1,0.32,0
41,56629,749,2,0.15,0
31,58100,612,1,0.2,1
48,27574,641,0,0.38,0
53,73459,705,0,0.46,0
47,75339,675,0,0.39,0
61,23084,578,4,0.19,1
45,20340,789,0,0.35,0
24,49016,642,0,0.33,0
57,143640,708,4,0.21,1
32,135923,730,1,0.4,0
51,68736,604,0,0.16,0
60,31634,619,1,0.2,0
45,83458,661,3,0.07,0
20,37367,628,0,0.55,0
28,30930,783,1,0.59,0
57,15000,667,1,0.24,0
37,52126,733,3,0.38,0
41,33593,710,2,0.17,0
49,51940,695,0,0.31,0
49,15000,682,1,0.61,0
43,54279,754,0,0.47,0
37,15000,630,0,0.24,0
35,94161,783,0,0.14,0
51,67046,544,4,0.32,1
47,41473,726,2,0.07,0
36,68708,546,1,0.29,1
54,27259,661,2,0.41,0
38,51196,685,1,0.48,0
28,78973,650,2,0.12,0
30,15000,669,1,0.26,0
27,37483,575,3,0.35,1
36,48359,620,0,0.37,0
56,43574,709,2,0.24,0
29,117507,681,1,0.65,0
42,24975,638,0,0.05,0
31,33769,759,2,0.57,0
36,15529,606,3,0.23,0
20,121318,658,0,0.06,0
37,42286,649,0,0.21,0
37,37682,716,3,0.05,0
47,47501,682,0,0.1,0
42,71807,673,2,0.35,0
24,60380,569,2,0.4,0
54,240080,731,0,0.06,0
42,64367,609,2,0.59,1
42,37080,686,2,0.34,0
39,35002,635,1,0.56,0
33,38729,593,2,0.2,1
42,19908,769,2,0.05,0
46,50207,573,0,0.22,0
18,78439,566,2,0.33,1
32,33927,768,2,0.57,0
36,30199,718,2,0.18,0
43,121730,619,4,0.47,1
55,20829,754,2,0.43,0
29,15000,706,0,0.11,0
33,24544,642,3,0.33,1
33,19452,693,1,0.35,0
29,61804,707,0,0.18,0
35,39481,710,1,0.41,0
50,42967,811,3,0.42,0
26,97905,668,2,0.1,0
45,32376,670,0,0.39,0
18,78045,563,2,0.57,1
32,121393,676,1,0.16,0
35,37294,791,0,0.17,0
61,76283,739,1,0.2,0
36,42400,647,1,0.37,0
18,85345,681,2,0.66,0
18,19093,563,1,0.57,1
40,18264,571,2,0.65,1
47,38763,688,0,0.34,0
44,28757,611,0,0.44,1
42,35953,560,4,0.34,1
55,42971,657,2,0.74,1
32,75509,675,1,0.43,0
51,38384,585,0,0.31,0
18,29902,555,0,0.07,0
28,39699,645,2,0.38,0
18,30900,584,0,0.1,0
36,27989,515,0,0.4,1
39,18623,747,0,0.14,0
41,51107,674,0,0.16,0
40,34848,664,1,0.19,0
27,87532,668,2,0.5,0
37,20569,572,3,0.8,1
20,35410,704,2,0.21,0
57,145472,672,0,0.13,0
36,27895,587,2,0.39,1
33,42534,620,1,0.12,1
60,23635,562,5,0.37,1
23,21827,625,4,0.8,1
25,124043,665,1,0.25,0
25,54318,654,0,0.4,0
39,53114,683,1,0.47,0
45,17715,675,0,0.37,0
49,60793,638,1,0.25,1
70,98169,736,0,0.06,0
18,97702,715,1,0.37,0
47,73203,737,0,0.58,0
32,24892,589,1,0.21,1
32,59152,627,1,0.68,1
31,73170,719,1,0.39,0
28,16702,720,2,0.41,0
61,25015,639,0,0.05,0
50,83524,716,4,0.39,0
40,82919,601,4,0.28,1
57,19357,708,1,0.49,0
20,78984,640,3,0.65,1
22,51905,596,2,0.43,0
18,78323,619,3,0.48,1
30,33499,810,1,0.23,0
42,72193,692,2,0.25,0
41,81332,818,1,0.3,0
41,39703,559,3,0.19,1
21,49545,725,2,0.12,0
50,33219,491,3,0.4,1
43,132056,679,4,0.16,0
49,45607,717,1,0.11,0
18,28191,676,3,0.38,1
44,31904,632,0,0.45,0
24,52894,742,1,0.34,0
34,77033,647,0,0.18,0
46,21993,670,2,0.18,0
41,148537,654,2,0.36,0
28,58994,611,3,0.27,0
40,64852,774,1,0.23,0
20,46243,653,3,0.63,1
54,49590,745,1,0.45,0
37,44847,742,0,0.19,0
54,90280,569,0,0.61,1
33,48788,752,0,0.53,0
33,77670,710,1,0.59,0
30,37785,617,2,0.26,0
51,55126,706,1,0.52,0
30,30261,618,2,0.28,0
48,101713,776,3,0.25,0
35,29725,683,0,0.68,1
18,40336,675,1,0.14,0
32,40579,755,1,0.29,0
24,39641,585,2,0.13,0
40,75621,635,1,0.46,0
24,40538,664,0,0.34,0
52,113136,780,5,0.52,1
38,29998,615,1,0.63,0
37,54264,577,1,0.13,0
48,30777,593,1,0.28,0
52,63106,734,1,0.31,0
39,48553,644,1,0.1,0
29,44665,670,1,0.22,0
18,100015,725,2,0.15,0
31,33103,670,2,0.54,0
31,69696,692,1,0.46,0
41,30903,712,1,0.2,0
35,52449,654,1,0.22,0
48,23924,670,0,0.15,0
32,32941,694,1,0.49,0
39,46663,732,1,0.24,0
55,145624,586,3,0.45,1
44,52077,498,0,0.43,0
39,132296,720,0,0.49,0
32,55948,735,0,0.2,0
31,38861,692,0,0.26,0
28,123452,696,1,0.17,0
32,63717,646,1,0.3,0
49,33335,710,1,0.33,0
37,65013,731,2,0.25,0
22,41127,683,0,0.23,0
62,15000,829,1,0.12,0
44,85955,586,4,0.24,0
21,94557,689,0,0.23,0
34,147674,586,2,0.14,1
41,63151,732,1,0.41,0
62,42224,585,1,0.06,0
25,80901,599,1,0.48,0
52,81625,615,3,0.43,1
58,131002,695,2,0.48,0
31,47725,644,1,0.48,0
36,44384,644,0,0.18,0
26,31909,617,0,0.16,1
37,67675,628,2,0.51,1
39,19361,720,2,0.58,1
48,78092,699,2,0.3,1
54,69751,660,1,0.26,0
30,69636,805,0,0.28,0
18,53259,709,1,0.15,0
39,122981,569,4,0.2,1
43,82718,695,2,0.42,0
43,34055,712,2,0.26,0
35,34423,638,1,0.25,0
41,28917,616,0,0.34,0
59,68238,685,1,0.23,0
44,26900,602,3,0.17,1
35,93904,768,1,0.47,0
33,108421,724,1,0.1,0
37,28928,597,3,0.8,1
61,43856,705,2,0.57,0
37,49512,756,0,0.19,0
39,83315,568,0,0.33,1
33,128747,618,2,0.2,0
54,17831,630,4,0.27,1
65,40501,682,1,0.29,0
45,41789,676,0,0.2,0
41,21154,661,2,0.39,0
40,36641,628,1,0.17,1
18,63364,703,1,0.27,0
49,41472,696,4,0.14,1
41,19403,651,0,0.38,0
45,250000,826,3,0.37,0
30,57509,797,1,0.21,0
35,52418,702,2,0.73,1
34,25368,717,2,0.18,0
53,57321,800,1,0.32,0
35,44421,662,1,0.13,0
67,15786,597,0,0.59,1
45,25792,608,5,0.31,1
23,78980,619,1,0.3,0
38,157378,687,2,0.3,0
31,61101,697,0,0.26,0
18,95020,692,1,0.32,0
60,44647,679,2,0.27,0
49,46540,687,2,0.53,0
46,94333,784,1,0.12,0
42,132941,717,2,0.11,0
22,107007,735,1,0.32,0
33,25853,691,2,0.25,0
50,47090,548,3,0.38,1
26,57902,571,1,0.08,0
18,41948,804,1,0.24,0
37,61865,648,0,0.42,0
38,80205,608,3,0.29,1
41,89472,694,0,0.27,0
49,134796,713,1,0.22,0
48,40228,695,3,0.56,1
43,21624,786,0,0.28,0
55,60775,770,2,0.07,0
20,151795,631,0,0.25,0
46,36820,738,1,0.22,0
48,74021,656,1,0.35,0
23,74417,671,1,0.27,0
20,54987,614,3,0.18,0
30,49224,578,0,0.38,0
31,28168,678,1,0.21,0
49,15000,622,1,0.08,0
32,25156,735,1,0.42,0
28,38786,663,1,0.22,0
32,94698,653,6,0.2,1
54,46079,762,1,0.15,0
40,35903,552,2,0.18,1
37,28721,636,1,0.23,0
38,72699,690,0,0.07,0
56,110748,662,6,0.11,1
30,92786,746,2,0.51,0
57,70522,732,5,0.18,0
42,20224,685,1,0.23,0
37,39695,645,1,0.58,1
70,157689,699,1,0.1,0
26,96102,538,4,0.4,1
35,19486,670,1,0.37,0
23,47412,650,4,0.48,1
52,60953,707,3,0.29,0
61,31029,624,0,0.31,0
61,15000,546,1,0.12,1
55,52015,624,3,0.59,1
37,30556,798,2,0.25,0
35,30628,586,0,0.44,1
18,39624,750,1,0.11,0
66,45242,775,1,0.21,0
46,48754,682,1,0.23,0
33,28842,639,1,0.2,0
57,42953,690,5,0.21,1
27,17077,691,2,0.2,0
45,59078,580,1,0.26,1
37,15000,640,0,0.14,0
48,41204,707,0,0.23,0
39,85093,689,5,0.27,1
21,25962,660,1,0.58,0
40,75346,675,1,0.41,0
53,98070,720,0,0.2,0
39,15000,669,1,0.08,0
50,44765,662,0,0.19,0
26,15000,584,1,0.56,1
39,45664,633,0,0.25,0
31,48810,840,1,0.38,0
49,15000,668,0,0.16,0
40,155578,761,0,0.14,0
48,58198,781,0,0.17,0
54,29454,626,3,0.45,1
48,118092,702,0,0.13,0
43,16691,686,1,0.45,0
27,23446,583,1,0.56,0
39,15000,586,4,0.23,0
33,144441,682,2,0.42,0
35,59838,654,0,0.33,0
35,72812,793,0,0.18,0
27,58723,639,2,0.41,1
18,69165,797,1,0.53,0
31,51371,651,3,0.38,0
42,57673,794,1,0.46,0
22,52290,710,0,0.28,0
40,34024,713,2,0.12,0
64,47668,649,1,0.19,0
53,57766,714,0,0.33,0
61,52382,781,1,0.61,0
45,20197,648,2,0.48,1
55,21872,659,0,0.27,0
30,93873,665,1,0.22,0
31,40774,777,0,0.33,0
18,69621,731,0,0.22,0
55,25456,766,0,0.24,0
60,20254,698,0,0.05,0
32,29550,655,1,0.42,1
36,42892,705,1,0.21,0
30,32889,744,1,0.46,0
44,106548,644,4,0.36,1
54,54595,762,0,0.16,0
18,148651,701,2,0.2,0
45,62482,515,0,0.79,1
36,15000,733,1,0.41,0
41,92376,603,2,0.24,0
45,19816,731,2,0.36,0
37,56292,734,1,0.3,0
38,30797,699,1,0.41,0
37,177304,712,2,0.19,0
52,116280,745,0,0.48,0
45,31410,625,1,0.64,1
42,45414,727,1,0.26,0
23,56769,701,3,0.25,1
35,82293,755,1,0.56,1
51,49885,613,3,0.23,0
40,26504,704,3,0.29,0
48,31871,596,4,0.34,1
62,48889,566,2,0.39,1
53,102813,701,2,0.44,0
41,63367,684,1,0.65,0
33,30820,748,1,0.34,0
18,72332,623,0,0.3,1
37,38863,616,2,0.74,1
35,83637,692,0,0.18,0
45,223285,628,3,0.2,0
37,39525,611,4,0.7,1
35,79297,746,1,0.09,0
18,31343,647,2,0.31,0
27,45827,750,2,0.12,0
46,49898,689,6,0.24,1
62,43642,567,2,0.67,1
38,214874,711,5,0.28,0
44,40783,711,2,0.65,0
52,69710,705,1,0.34,0
29,15397,671,1,0.23,0
44,63525,623,0,0.05,0
30,97268,760,0,0.3,0
51,35719,673,1,0.12,0
41,15000,626,1,0.38,0
43,47897,707,1,0.23,0
29,49528,635,0,0.2,0
49,75693,623,1,0.34,0
67,163822,615,2,0.29,1
26,39025,640,1,0.14,0
35,29325,625,0,0.28,0
43,24339,728,1,0.08,0
50,55207,673,0,0.24,0
32,65356,755,1,0.18,0
18,35334,603,0,0.45,1
57,78214,576,2,0.09,0
49,64810,688,1,0.27,0
18,50308,791,1,0.36,0
32,28525,711,2,0.2,0
60,36712,850,0,0.24,0
58,15000,640,3,0.58,1
52,56470,694,1,0.25,0
37,49801,509,5,0.68,1
41,54890,705,2,0.58,0
38,66342,690,1,0.27,0
54,61789,655,0,0.1,0
28,45879,671,0,0.44,0
29,50473,633,2,0.65,1
53,21108,669,0,0.3,0
39,34536,766,5,0.55,1
57,50527,657,1,0.25,0
31,31523,690,1,0.38,0
39,82132,655,1,0.17,0
28,33018,727,2,0.1,0
40,55814,690,0,0.71,0
20,52572,618,3,0.73,1
33,76708,564,2,0.28,0
21,84159,694,0,0.3,0
49,74341,631,2,0.29,1
49,15000,676,0,0.33,0
18,100356,609,1,0.05,0
57,122563,765,0,0.43,0
70,36707,731,2,0.14,0
40,56499,765,0,0.22,0
31,28724,748,0,0.13,0
70,15229,715,0,0.16,0
22,31469,611,0,0.15,0
40,35451,790,1,0.32,0
42,39620,624,3,0.28,0
57,27574,627,3,0.56,1
44,31569,722,1,0.51,0
33,48698,725,1,0.37,0
27,30879,714,2,0.13,0
35,67921,633,1,0.2,1
26,73791,604,4,0.19,1
40,204481,832,0,0.36,0
32,96317,677,2,0.62,0
20,56718,670,1,0.35,0
56,33787,637,1,0.26,0
33,58468,694,1,0.32,0
23,59632,691,0,0.16,0
37,36026,679,0,0.23,0
40,78451,702,1,0.38,0
18,21186,762,3,0.35,1
44,42334,644,1,0.17,0
26,68426,682,2,0.21,0
62,41251,641,2,0.5,0
46,43301,697,0,0.12,0
34,45131,645,1,0.33,0
30,29692,610,1,0.22,1
38,99145,592,4,0.14,0
47,26613,685,1,0.17,0
39,59331,705,1,0.26,0
37,62830,791,1,0.12,0
40,27745,708,0,0.18,0
32,51218,653,2,0.39,0
35,28402,598,0,0.39,0
18,112941,606,1,0.19,0
52,24753,602,1,0.21,0
43,33112,739,5,0.5,1
29,23516,697,0,0.44,0
64,21706,588,5,0.42,1
41,127354,622,2,0.35,0
26,67891,628,2,0.12,0
51,53325,643,2,0.27,0
45,33059,758,1,0.21,0
45,84505,678,0,0.29,0
34,29895,537,1,0.41,1
45,78919,818,0,0.06,0
36,29041,580,4,0.12,1
47,33299,597,3,0.52,1
18,77262,758,1,0.42,0
34,82313,704,0,0.32,0
62,70156,651,1,0.41,0
30,26113,606,0,0.49,0
32,37495,566,3,0.54,1
34,53859,575,2,0.35,1
24,29449,680,0,0.47,0
18,111588,691,0,0.25,0
37,15000,614,2,0.55,1
41,30722,677,8,0.2,0
39,36107,616,1,0.22,0
38,15000,697,2,0.48,0
40,21210,756,1,0.16,0
53,71337,670,0,0.19,0
37,49919,669,2,0.1,0
32,125980,684,1,0.25,0
36,123888,747,1,0.28,0
47,63565,626,2,0.05,0
58,59156,767,5,0.38,0
31,50998,705,1,0.4,0
41,15000,681,0,0.1,0
44,21231,752,1,0.33,0
27,52073,579,3,0.46,1
40,70941,711,1,0.34,0
20,58325,705,5,0.38,0
18,28696,623,1,0.12,0
44,86029,707,1,0.21,0
35,119308,696,2,0.58,0
42,86059,669,0,0.37,0
39,88766,731,2,0.8,0
27,35047,645,3,0.28,0
39,93485,696,0,0.16,0
23,53500,672,1,0.17,0
58,66631,643,5,0.26,0
22,61038,710,2,0.07,0
37,45574,667,1,0.39,0
26,29260,563,2,0.21,1
47,46663,571,2,0.19,0
35,88615,727,0,0.31,0
33,37613,606,1,0.29,0
51,83784,696,0,0.26,0
40,76285,683,0,0.05,0
46,40971,657,1,0.46,0
27,112789,774,5,0.38,1
21,39603,690,2,0.24,0
41,121264,725,1,0.11,0
35,63606,697,2,0.4,0
48,48556,666,4,0.34,0
38,28776,678,1,0.36,0
